Date & Hour,open,high,low,close,volume
2020-04-17 15:05:14,2843.6799,2843.6799,2843.6799,2843.6799,0
2020-04-17 14:30:00,2841.3401,2845.2800,2833.4299,2844.3401,145768911
2020-04-17 13:30:00,2846.5200,2851.7600,2840.6299,2841.3799,244544945
2020-04-17 12:30:00,2839.7800,2853.8000,2839.5400,2846.4800,260098934
2020-04-17 11:30:00,2832.9800,2845.3999,2831.6799,2839.7500,288912688
2020-04-17 10:30:00,2844.9900,2846.2100,2830.9099,2832.3401,347987666
2020-04-17 09:30:00,2857.1101,2862.1599,2840.6699,2845.2400,600933343
2020-04-16 15:30:00,2794.4700,2805.8701,2792.9099,2799.3201,383066210
2020-04-16 14:30:00,2787.2100,2795.9500,2782.2100,2794.5100,305270642
2020-04-16 13:30:00,2784.1799,2792.3501,2775.1299,2787.2100,236385476
2020-04-16 12:30:00,2778.5901,2784.3701,2765.2500,2784.2000,259344240
2020-04-16 11:30:00,2796.5801,2806.5100,2774.8899,2778.9099,296926895
2020-04-16 10:30:00,2781.5601,2801.8899,2774.1101,2796.8201,350330838
2020-04-16 09:30:00,2801.2100,2804.0100,2764.3201,2781.6201,0
2020-04-15 15:30:00,2786.5400,2789.5901,2777.4099,2783.8799,361365285
2020-04-15 14:30:00,2793.5400,2801.8799,2784.0100,2786.5601,303961228
2020-04-15 13:30:00,2784.3899,2794.7700,2777.4700,2793.4600,243847082
2020-04-15 12:30:00,2775.1599,2793.1101,2773.3000,2784.2700,255156944
2020-04-15 11:30:00,2771.2100,2778.7200,2764.4700,2775.1699,256581099
2020-04-15 10:30:00,2766.8701,2777.2900,2761.5601,2771.2100,352303035
2020-04-15 09:30:00,2781.5200,2789.5901,2763.4600,2766.8799,0
2020-04-14 15:30:00,2842.4399,2851.8501,2841.2700,2845.4700,352438313
2020-04-14 14:30:00,2844.2900,2847.1399,2832.6001,2842.3899,279161335
2020-04-14 13:30:00,2834.7600,2849.1001,2834.7600,2844.2600,244492127
2020-04-14 12:30:00,2834.2800,2839.1101,2830.1201,2834.7700,220650744
2020-04-14 11:30:00,2814.8101,2838.5701,2814.8101,2834.2600,277528528
2020-04-14 10:30:00,2836.6599,2836.9800,2807.8899,2814.8999,418020587
2020-04-14 09:30:00,2812.1201,2843.8301,2808.7300,2835.9700,0
2020-04-13 15:30:00,2755.1799,2770.2000,2753.2800,2761.1699,347965101
2020-04-13 14:30:00,2742.2200,2757.8401,2739.0601,2755.1101,254396445
2020-04-13 13:30:00,2735.8000,2754.0901,2734.5500,2742.2000,217140331
2020-04-13 12:30:00,2748.9399,2749.1001,2731.9399,2735.8301,202764917
2020-04-13 11:30:00,2742.2300,2757.1899,2733.8301,2749.0100,268359397
2020-04-13 10:30:00,2741.3301,2743.5901,2721.1699,2742.3401,323945758
2020-04-13 09:30:00,2782.4600,2782.4600,2735.0500,2741.3501,531240660
2020-04-09 15:30:00,2788.5400,2795.7300,2778.8701,2789.0400,467622420
2020-04-09 14:30:00,2785.4800,2794.6001,2762.3601,2788.2000,494574296
2020-04-09 13:30:00,2815.3601,2818.5701,2782.5200,2785.5400,394483357
2020-04-09 12:30:00,2801.0901,2816.1399,2799.1599,2815.3301,310100576
2020-04-09 11:30:00,2792.1499,2810.2800,2788.0100,2801.0801,359116454
2020-04-09 10:30:00,2797.9700,2808.8401,2778.7600,2792.1499,503417258
2020-04-09 09:30:00,2780.5100,2813.0701,2777.8701,2797.7600,0
2020-04-08 15:30:00,2745.1799,2760.7500,2729.5200,2748.5801,479477259
2020-04-08 14:30:00,2735.1799,2750.9199,2734.8301,2744.9700,370659207
2020-04-08 13:30:00,2721.4299,2736.3999,2708.3501,2735.1799,286574967
2020-04-08 12:30:00,2716.8701,2729.5500,2715.4099,2721.4099,265202011
2020-04-08 11:30:00,2712.8899,2724.1001,2710.2300,2716.8999,330775717
2020-04-08 10:30:00,2684.8701,2715.0300,2678.5601,2712.8601,340638571
2020-04-08 09:30:00,2685.0000,2696.2300,2663.3000,2684.3000,0
2020-04-07 15:30:00,2667.1299,2699.6001,2657.6699,2658.2400,467235372
2020-04-07 14:30:00,2702.5000,2706.1699,2664.6201,2666.8501,386980064
2020-04-07 13:30:00,2728.4399,2729.1299,2693.3799,2702.6799,330908707
2020-04-07 12:30:00,2738.4700,2739.7300,2722.6001,2728.3701,291184039
2020-04-07 11:30:00,2718.7300,2746.0300,2718.0200,2738.4299,368803840
2020-04-07 10:30:00,2704.1399,2718.9900,2688.0300,2718.5200,486887426
2020-04-07 09:30:00,2750.6899,2756.8899,2700.5100,2704.1799,0
2020-04-06 15:30:00,2637.5100,2676.8501,2634.0500,2661.1499,566563023
2020-04-06 14:30:00,2624.1101,2638.3899,2621.7000,2637.5300,335321498
2020-04-06 13:30:00,2627.4199,2636.3601,2620.5200,2624.0901,301417205
2020-04-06 12:30:00,2628.8501,2631.7800,2623.6399,2627.4099,282890296
2020-04-06 11:30:00,2609.4900,2631.6201,2605.3999,2628.9500,347324174
2020-04-06 10:30:00,2604.7300,2609.5300,2594.5500,2609.5300,387063639
2020-04-06 09:30:00,2578.2800,2614.5400,2574.5701,2604.5100,0
2020-04-03 15:30:00,2480.8899,2497.1001,2466.1001,2488.5701,476271818
2020-04-03 14:30:00,2475.0500,2488.7200,2464.3899,2481.2700,384015493
2020-04-03 13:30:00,2473.8401,2475.5100,2460.0100,2475.1299,302904107
2020-04-03 12:30:00,2476.7400,2487.7200,2473.5400,2473.8401,270824815
2020-04-03 11:30:00,2492.0801,2497.8301,2471.2400,2476.8201,320035375
2020-04-03 10:30:00,2509.1599,2511.7200,2487.3601,2492.4900,357359118
2020-04-03 09:30:00,2515.9800,2538.1799,2506.8799,2509.0801,0
2020-04-02 15:30:00,2503.3999,2530.1299,2492.1001,2525.6799,482933252
2020-04-02 14:30:00,2484.1299,2509.0701,2476.6001,2503.3000,377206732
2020-04-02 13:30:00,2487.4700,2499.6001,2467.6799,2484.1299,330474741
2020-04-02 12:30:00,2513.3301,2523.9199,2486.5601,2487.2200,282813091
2020-04-02 11:30:00,2500.0500,2526.7600,2497.5901,2513.3301,341876675
2020-04-02 10:30:00,2497.7500,2532.7600,2495.1899,2500.1599,537313925
2020-04-02 09:30:00,2457.5300,2497.8899,2455.8000,2497.8899,0
2020-04-01 15:30:00,2458.1299,2479.3301,2447.4900,2471.8701,522537696
2020-04-01 14:30:00,2480.8701,2481.3999,2458.1399,2458.1399,356064868
2020-04-01 13:30:00,2479.2100,2494.6699,2473.0000,2480.8799,286575934
2020-04-01 12:30:00,2481.6201,2487.3601,2466.9900,2479.2600,317470121
2020-04-01 11:30:00,2502.8501,2508.4600,2480.9800,2481.5801,341701746
2020-04-01 10:30:00,2502.9600,2522.7500,2500.2600,2502.9099,373672514
2020-04-01 09:30:00,2490.0701,2512.5901,2486.2200,2502.8401,0
2020-03-31 15:30:00,2575.5500,2593.8101,2574.8401,2578.5200,520246716
2020-03-31 14:30:00,2606.5100,2613.8000,2571.1499,2575.6201,361155038
2020-03-31 13:30:00,2594.6899,2610.8501,2590.1599,2606.5000,271943927
2020-03-31 12:30:00,2613.4099,2613.5500,2588.8999,2594.4700,321055135
2020-03-31 11:30:00,2636.8601,2640.8401,2608.7400,2613.1101,309332238
2020-03-31 10:30:00,2628.3701,2641.0601,2619.2200,2637.1101,361706262
2020-03-31 09:30:00,2614.8201,2637.3401,2592.7600,2628.5400,0
2020-03-30 15:30:00,2607.6799,2631.8000,2605.1299,2626.0400,439748292
2020-03-30 14:30:00,2603.2600,2626.2000,2599.4600,2607.6201,329499240
2020-03-30 13:30:00,2607.1101,2608.0300,2588.8799,2603.3999,290109346
2020-03-30 12:30:00,2607.5500,2611.9299,2599.7800,2607.1699,245055797
2020-03-30 11:30:00,2604.4399,2607.7400,2590.6399,2607.5500,285330858
2020-03-30 10:30:00,2576.8301,2605.1799,2575.5500,2604.4900,373708558
2020-03-30 09:30:00,2565.8827,2602.7032,2565.3114,2577.6550,0
2020-03-27 15:30:00,2607.0200,2608.3201,2534.9900,2540.0400,484449492
2020-03-27 14:30:00,2571.8101,2615.9099,2564.8401,2607.0701,372513185
